1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1557,0.0,2.0,0,1374,420,2003.0,1557,3196,18.0,20,5,7,1374,2003,2004,234000
1392,0.0,3.0,1302,90,528,1957.0,1392,11341,180.0,0,6,5,1392,1957,1996,121500
1389,0.0,2.0,1071,195,418,1975.0,1389,10010,0.0,38,5,5,1389,1974,1975,170000
996,0.0,3.0,290,706,0,1980.0,996,13907,0.0,0,6,5,996,1940,1969,108000
1163,511.0,4.0,0,1163,396,1955.0,1674,21780,0.0,36,7,6,1163,1918,1950,185000
1166,1129.0,4.0,728,367,590,1992.0,2295,13346,0.0,40,5,7,1095,1992,2000,268000
841,806.0,4.0,0,806,216,1920.0,1647,6858,0.0,66,4,6,806,1915,1950,128000
1134,1370.0,4.0,0,1122,656,2005.0,2504,11198,245.0,39,5,9,1122,2005,2007,325000
1535,0.0,3.0,2,1515,532,2004.0,1535,10171,168.0,0,5,7,1517,2004,2004,214000
1496,636.0,1.0,1441,55,612,1983.0,2132,12327,0.0,40,8,8,1496,1983,2009,316600
943,0.0,2.0,943,0,600,1979.0,943,7032,0.0,0,5,5,943,1979,1979,135960
1728,0.0,6.0,231,1497,576,1987.0,1728,13101,108.0,0,5,5,1728,1965,1965,142600
864,0.0,2.0,414,450,288,1959.0,864,7332,207.0,0,6,6,864,1959,1959,120000
846,846.0,3.0,0,846,650,2009.0,1692,13159,0.0,114,5,7,846,2009,2009,224500
774,656.0,3.0,0,384,400,2000.0,1430,9967,0.0,0,5,7,384,2000,2000,170000
576,533.0,3.0,349,23,288,1971.0,1109,10500,82.0,0,7,5,372,1971,2005,139000
832,384.0,2.0,442,390,336,1947.0,1216,8480,0.0,0,5,5,832,1947,1950,118500
877,600.0,3.0,0,861,216,1928.0,1477,6292,0.0,50,7,7,861,1928,1950,145000
1320,0.0,3.0,328,285,564,1966.0,1320,11777,97.0,68,6,5,1164,1966,1966,164500
703,689.0,2.0,0,689,540,2007.0,1392,3604,0.0,102,5,7,689,2007,2007,146000
1050,745.0,4.0,0,1050,352,1954.0,1795,12150,335.0,0,5,5,1050,1954,1954,131500
1429,0.0,3.0,594,331,572,1960.0,1429,14585,85.0,110,6,6,1144,1960,1987,181900
2042,0.0,3.0,0,2042,1390,2009.0,2042,12704,306.0,90,5,8,2042,2008,2009,253293
816,0.0,3.0,816,0,0,1980.0,816,11841,104.0,32,5,6,816,1990,1990,118500
1521,0.0,3.0,0,1237,880,1988.0,2775,13500,0.0,502,9,10,1237,1893,2000,325000
989,584.0,3.0,0,884,240,1935.0,1573,6120,0.0,0,7,4,884,1935,1995,133000
2028,0.0,2.0,1460,408,880,2005.0,2028,11443,208.0,66,5,8,1868,2005,2006,369900
838,0.0,2.0,210,0,275,1961.0,838,10267,0.0,0,7,6,816,1918,2000,130000
860,0.0,2.0,672,168,528,1996.0,860,8740,0.0,0,6,5,840,1982,1982,137000
1473,0.0,1.0,1324,113,452,1968.0,1473,25095,0.0,48,8,5,1437,1968,2003,143000
779,0.0,2.0,0,742,308,1988.0,935,9100,0.0,0,6,5,742,1930,1960,79500
770,812.0,3.0,490,280,520,2004.0,1582,8320,0.0,45,5,7,770,2004,2004,185900
1728,568.0,3.0,1338,384,842,2008.0,2296,13478,420.0,274,5,10,1722,2008,2008,451950
816,0.0,2.0,816,0,816,1985.0,816,6600,0.0,0,8,5,816,1982,2003,138000
848,0.0,1.0,685,163,420,2003.0,848,4435,170.0,0,5,6,848,2003,2003,140000
924,0.0,3.0,0,924,280,1981.0,924,7990,0.0,0,6,5,924,1975,1975,110000
1826,0.0,3.0,1422,392,758,2005.0,1826,11302,238.0,75,5,8,1814,2005,2006,319000
684,684.0,3.0,0,684,216,1930.0,1368,3600,0.0,158,7,6,684,1910,1993,114504
1402,0.0,2.0,0,1258,648,2006.0,1402,3922,72.0,16,5,7,1258,2006,2007,194201
1647,0.0,3.0,1283,0,621,1977.0,1647,12984,459.0,0,6,5,1430,1977,1977,217500
716,840.0,3.0,81,23,452,1980.0,1556,1950,0.0,0,6,6,716,1980,1980,151000
1058,846.0,3.0,546,512,736,2003.0,1904,10927,280.0,60,5,8,1058,2005,2005,275000
780,595.0,3.0,0,780,544,1979.0,1375,9000,0.0,162,6,6,780,1937,1950,141000
927,988.0,3.0,789,119,506,1992.0,1915,10041,0.0,150,5,8,908,1992,1992,220000
600,600.0,2.0,0,600,480,2004.0,1200,3182,0.0,172,5,7,600,2004,2005,151000
1494,0.0,3.0,922,572,530,2002.0,1494,12803,99.0,36,5,7,1494,2002,2002,221000
1186,800.0,3.0,454,314,486,1965.0,1986,13600,176.0,42,6,7,768,1965,1990,205000
1040,0.0,3.0,732,308,576,2000.0,1040,12464,0.0,0,5,5,1040,1996,1996,152000
1112,896.0,3.0,603,293,230,1948.0,2008,7800,0.0,0,8,5,896,1948,2002,225000
1940,1254.0,4.0,428,537,380,1934.0,3194,12168,0.0,0,6,8,965,1934,1998,359100
1029,0.0,3.0,903,126,261,1961.0,1029,7943,192.0,0,5,4,1029,1961,1961,118500
1476,677.0,3.0,904,536,736,2000.0,2153,11050,204.0,142,5,9,1440,2000,2000,313000
1032,0.0,3.0,605,427,564,1978.0,1032,10395,233.0,0,6,6,1032,1978,1978,148000
1299,573.0,3.0,990,309,531,2001.0,1872,11885,108.0,122,5,8,1299,2001,2001,261500
1120,0.0,3.0,206,914,0,1980.0,1120,8402,0.0,30,5,5,1120,2007,2007,147000
630,0.0,1.0,150,0,0,1980.0,630,1491,0.0,24,6,4,630,1972,1972,75500
1054,0.0,3.0,763,173,480,1963.0,1054,8800,156.0,0,7,6,936,1963,1963,137500
807,702.0,3.0,457,326,393,2002.0,1509,7861,0.0,75,5,6,783,2002,2003,183200
832,0.0,2.0,0,832,528,1962.0,832,7227,0.0,0,6,6,832,1954,1954,105500
1828,0.0,3.0,48,1774,774,2007.0,1828,11694,452.0,108,5,9,1822,2007,2007,314813
1482,780.0,3.0,871,611,749,2003.0,2262,12244,226.0,0,5,8,1482,2003,2003,305000
864,0.0,2.0,41,823,0,1980.0,864,8248,0.0,0,3,3,864,1914,1950,67000
1548,1066.0,4.0,956,384,624,1974.0,2614,10800,0.0,243,7,6,1522,1974,1997,240000
980,0.0,3.0,560,420,484,1986.0,980,7064,153.0,0,6,5,980,1977,1977,135000
756,756.0,2.0,420,336,440,2000.0,1512,2117,513.0,32,5,6,756,2000,2000,168500
1012,778.0,4.0,247,485,484,1972.0,1790,10400,288.0,0,5,6,732,1972,1972,165150
1116,0.0,3.0,0,1116,440,1962.0,1116,10000,261.0,0,6,6,1116,1962,1962,160000
1422,0.0,3.0,0,978,286,1960.0,1422,12342,0.0,0,5,5,978,1960,1978,139900
1520,0.0,3.0,674,350,364,1955.0,1520,9600,164.0,0,6,6,1156,1955,1972,153000
1040,1040.0,5.0,650,390,504,1969.0,2080,11606,192.0,0,5,5,1040,1969,1969,135000
1350,0.0,3.0,624,288,520,1964.0,1350,9020,259.0,0,5,6,1248,1964,1964,168500
1089,661.0,3.0,0,636,240,1937.0,1750,9000,0.0,0,6,5,636,1880,1991,124000
1554,0.0,2.0,24,1530,627,2006.0,1554,4590,108.0,73,5,8,1554,2006,2006,209500
1411,0.0,3.0,822,564,544,1977.0,1411,11900,209.0,0,5,7,1386,1977,1977,82500
1056,0.0,3.0,480,108,260,1954.0,1056,9250,0.0,0,7,5,1056,1954,2005,139400
1056,0.0,0.0,1056,0,576,1980.0,1056,6979,0.0,56,5,6,1056,1980,1980,144000
1440,1440.0,8.0,256,1184,0,1980.0,3395,10896,0.0,110,7,6,1440,1914,1995,200000
800,0.0,1.0,0,264,0,1980.0,800,6120,0.0,0,3,2,264,1936,1950,60000
811,576.0,3.0,0,811,256,1954.0,1387,6000,0.0,0,4,5,811,1954,1954,93000
796,0.0,2.0,0,796,0,1980.0,796,8777,0.0,0,7,5,796,1910,1950,85000
1567,0.0,1.0,1154,366,648,2006.0,1567,3982,0.0,0,5,8,1520,2006,2006,264561
1518,0.0,1.0,1218,300,588,2003.0,1518,12677,472.0,140,5,8,1518,2003,2004,274000
1057,872.0,3.0,738,319,650,2001.0,1929,7050,0.0,235,5,7,1057,2001,2001,226000
2000,704.0,4.0,1410,542,538,1972.0,2704,13860,0.0,111,7,8,1952,1972,1995,345000
780,840.0,4.0,493,0,462,1969.0,1620,10793,263.0,0,5,5,780,1969,1969,152000
1766,0.0,3.0,1121,645,478,2009.0,1766,9187,162.0,130,5,9,1766,2009,2009,370878
981,0.0,3.0,282,664,576,1979.0,981,10530,0.0,312,5,6,981,1971,1971,143250
1048,0.0,3.0,0,0,420,1950.0,1048,7200,0.0,27,5,5,0,1950,1950,98300
1094,0.0,3.0,500,594,495,1953.0,1094,10452,216.0,0,5,6,1094,1953,1953,155000
1051,788.0,4.0,0,756,442,1966.0,1839,7700,351.0,124,5,6,756,1966,1966,155000
630,0.0,1.0,131,0,0,1980.0,630,1936,0.0,0,6,4,630,1970,1970,84500
822,843.0,3.0,0,813,562,2007.0,1665,8125,0.0,0,6,7,813,2007,2007,205950
755,755.0,4.0,0,755,296,1940.0,1510,9084,0.0,0,5,4,755,1940,1950,108000
909,807.0,2.0,0,880,512,1996.0,1716,8750,0.0,120,5,7,880,1996,1996,191000
756,713.0,3.0,0,756,216,1906.0,1469,10320,0.0,0,7,6,756,1906,1995,135000
2113,0.0,2.0,1696,413,839,1995.0,2113,10437,660.0,46,6,8,2109,1995,1995,350000
525,0.0,3.0,0,525,264,1971.0,1092,1680,381.0,0,5,6,525,1971,1971,88000
1053,0.0,3.0,806,247,312,1959.0,1053,10007,54.0,0,7,5,1053,1959,2006,145500
851,651.0,3.0,0,776,270,1931.0,1502,7200,0.0,0,6,7,776,1931,2000,149000
912,546.0,3.0,0,912,330,1948.0,1458,17503,0.0,0,5,6,912,1948,1950,97500
1486,0.0,3.0,637,849,480,1968.0,1486,9937,0.0,0,7,5,1486,1964,1999,167000
1142,793.0,3.0,0,793,550,1976.0,1935,12384,233.0,113,7,7,793,1976,1976,197900
1686,762.0,4.0,1361,88,711,1994.0,2448,46589,528.0,76,7,8,1629,1994,2005,402000
1392,0.0,2.0,0,1392,576,1968.0,1392,13560,216.0,0,3,6,1392,1968,1968,110000
1181,0.0,3.0,920,38,588,1974.0,1181,10012,0.0,0,5,4,1138,1972,1972,137500
2097,0.0,1.0,1721,356,1134,2005.0,2097,20896,0.0,267,5,8,2077,2005,2006,423000
1454,482.0,3.0,0,1406,504,2000.0,1936,11194,40.0,124,5,8,1406,2000,2000,230500
1465,915.0,3.0,187,111,596,1965.0,2380,18450,113.0,265,5,6,1021,1965,1979,129000
1679,0.0,3.0,1138,270,575,1994.0,1679,8125,258.0,42,5,6,1408,1994,1998,193500
1437,0.0,3.0,988,200,576,1999.0,1437,14175,0.0,0,6,5,1188,1956,1987,168000
1180,0.0,2.0,0,700,252,1922.0,1180,11600,0.0,0,5,4,700,1922,1950,137500
738,0.0,3.0,193,545,540,2005.0,1476,8633,0.0,35,5,6,738,2005,2005,173500
697,672.0,3.0,551,121,300,1930.0,1369,6629,0.0,0,6,6,672,1925,1950,103600
1208,0.0,3.0,767,441,546,1977.0,1208,11250,0.0,42,6,6,1208,1977,1977,165000
1839,0.0,3.0,1186,291,416,1957.0,1839,14442,106.0,87,7,6,1477,1957,2004,257500
1136,0.0,3.0,892,244,384,1965.0,1136,9200,0.0,0,6,6,1136,1965,1965,140000
855,586.0,3.0,311,544,440,1978.0,1441,2289,0.0,0,6,6,855,1978,1978,148500
1095,679.0,4.0,0,1095,779,1920.0,1774,9600,0.0,0,2,4,1095,1900,1950,87000
792,0.0,2.0,0,768,240,1924.0,792,9022,0.0,0,8,5,768,1924,2006,109500
2046,0.0,3.0,0,2046,834,2008.0,2046,11844,464.0,82,5,8,2046,2008,2008,372500
988,0.0,3.0,827,161,572,1963.0,988,9945,57.0,0,5,5,988,1961,1961,128500
923,0.0,2.0,543,261,264,1980.0,923,8012,0.0,0,5,6,923,1980,1980,143000
848,672.0,3.0,182,611,281,1968.0,1520,4500,0.0,0,5,5,793,1932,2000,159434
1291,0.0,2.0,1003,288,431,1996.0,1291,2887,0.0,0,5,6,1291,1996,1997,173000
1668,0.0,3.0,1059,567,702,2002.0,1668,11248,215.0,45,5,9,1626,2002,2002,285000
1195,644.0,4.0,0,1195,486,1998.0,1839,16770,30.0,81,5,7,1195,1998,1998,221000
1190,900.0,3.0,828,180,577,1984.0,2090,5062,0.0,0,5,7,1190,1984,1984,207500
874,887.0,3.0,0,874,578,2007.0,1761,10207,0.0,105,6,7,874,2007,2007,227875
551,551.0,2.0,239,312,480,2004.0,1102,5105,0.0,60,5,7,551,2004,2004,148800
1419,0.0,2.0,945,474,567,2007.0,1419,8089,0.0,0,6,8,1419,2007,2007,392000
1362,0.0,2.0,20,1342,460,2005.0,1362,7577,256.0,28,5,6,1362,2005,2006,194700
848,0.0,1.0,697,151,420,2004.0,848,4426,147.0,0,5,6,848,2004,2004,141000
2444,1872.0,4.0,1455,989,832,1994.0,4316,21535,1170.0,50,6,10,2444,1994,1995,755000
1238,1281.0,4.0,965,245,628,1989.0,2519,26178,293.0,27,5,7,1210,1989,1990,335000
1073,0.0,2.0,0,1073,326,1968.0,1073,5400,0.0,0,6,5,1073,1921,1968,108480
1067,472.0,3.0,0,927,576,1995.0,1539,6120,0.0,0,6,5,927,1936,1950,141500
1137,0.0,2.0,980,92,551,1987.0,1137,13811,72.0,0,6,6,1112,1987,1987,176000
616,0.0,2.0,616,0,205,1921.0,616,6000,0.0,0,7,5,616,1921,1950,89000
1148,0.0,2.0,210,219,308,1952.0,1148,6420,0.0,0,7,5,980,1952,1952,123500
894,0.0,3.0,553,224,336,1973.0,894,8450,0.0,144,8,5,894,1965,2009,138500
1391,0.0,2.0,16,1375,530,2004.0,1391,4282,0.0,158,5,7,1391,2004,2004,196000
1800,0.0,3.0,1274,526,765,2002.0,1800,14331,630.0,78,5,8,1800,2002,2002,312500
1164,0.0,3.0,0,1164,528,1969.0,1164,9600,168.0,0,5,7,1164,1969,1969,140000
1264,1312.0,4.0,0,1234,666,2006.0,2576,12438,466.0,100,5,8,1234,2006,2006,361919
1032,0.0,4.0,0,360,672,1999.0,1812,7630,0.0,0,9,5,360,1900,1996,140000
1484,0.0,3.0,712,761,606,2004.0,1484,8400,109.0,35,5,7,1473,2004,2005,213000
372,720.0,3.0,0,0,0,1980.0,1092,5600,0.0,0,5,4,0,1930,1950,55000
1824,0.0,2.0,1219,424,739,1971.0,1824,115149,351.0,48,5,7,1643,1971,2002,302000
1324,0.0,2.0,863,461,550,2006.0,1324,6240,176.0,38,5,8,1324,2006,2006,254000
728,728.0,3.0,0,728,400,2007.0,1456,9018,0.0,24,5,7,728,2007,2007,179540
904,0.0,3.0,0,876,408,1966.0,904,7162,41.0,0,7,5,876,1966,1966,109900
729,0.0,2.0,0,270,0,1980.0,729,4130,0.0,0,6,3,270,1935,2003,52000
859,319.0,2.0,0,859,384,1964.0,1178,8712,0.0,0,7,4,859,1900,1950,102776
1228,0.0,2.0,767,461,472,1988.0,1228,4671,0.0,120,5,8,1228,1988,1989,189000
960,0.0,3.0,789,171,576,1970.0,960,9873,160.0,288,5,4,960,1970,1970,129000
725,754.0,3.0,533,192,475,1976.0,1479,13517,289.0,44,8,6,725,1976,2005,130500
1350,0.0,3.0,0,1064,478,1974.0,1350,10140,174.0,0,5,6,1064,1974,1974,165000
1576,978.0,3.0,0,718,704,1996.0,2554,10800,0.0,48,8,7,718,1890,1998,159500
1178,0.0,3.0,1084,92,439,1973.0,1178,10000,0.0,0,6,5,1176,1973,2000,157000
1325,1093.0,3.0,1173,138,983,1993.0,2418,10542,651.0,154,5,7,1311,1993,1994,341000
971,0.0,3.0,523,448,300,1969.0,971,9920,0.0,0,6,5,971,1969,1969,128500
1742,0.0,2.0,1148,594,564,1985.0,1742,6563,0.0,28,5,8,1742,1985,1985,275000
848,0.0,1.0,662,186,420,2004.0,848,4426,169.0,0,5,6,848,2004,2004,143000
864,0.0,3.0,191,673,463,1994.0,864,8120,0.0,0,7,4,864,1970,1970,124500
997,0.0,4.0,0,941,548,1958.0,1470,8172,0.0,0,6,4,941,1954,1972,135000
1698,0.0,3.0,1234,464,768,2007.0,1698,13286,340.0,64,5,9,1698,2007,2008,320000
864,0.0,3.0,375,250,660,1989.0,864,6960,0.0,0,6,4,864,1970,1970,120500
1680,0.0,3.0,808,72,540,1988.0,1680,21695,260.0,44,9,6,880,1988,2007,222000
1232,0.0,2.0,724,508,632,2007.0,1232,7314,82.0,0,5,7,1232,2007,2007,194500
1776,0.0,4.0,0,1584,888,1968.0,1776,11475,95.0,25,5,5,1584,1958,1958,110000
848,0.0,2.0,152,628,539,1962.0,1208,6240,0.0,23,5,4,780,1925,1950,103000
1616,0.0,2.0,1180,415,608,1995.0,1616,5389,0.0,152,5,8,1595,1995,1996,236500
1146,0.0,3.0,786,82,438,2003.0,1146,9590,442.0,22,5,7,868,2003,2003,187500
1153,878.0,3.0,252,901,541,1998.0,2031,11404,202.0,84,5,7,1153,1998,1999,222500
1144,0.0,3.0,594,270,264,1961.0,1144,10000,0.0,0,6,5,864,1961,1983,131400
948,0.0,3.0,0,948,300,1968.0,948,8978,0.0,0,5,5,948,1968,1968,108000
880,888.0,2.0,390,490,320,1914.0,1768,10800,0.0,341,7,7,880,1914,1970,163000
1040,0.0,2.0,0,0,400,1949.0,1040,8544,0.0,0,4,3,0,1950,1950,93500
901,900.0,3.0,0,893,800,2005.0,1801,10463,0.0,116,5,8,893,2005,2005,239900
1200,0.0,3.0,1200,0,0,1980.0,1200,10800,0.0,0,5,5,1200,1987,1988,179000
864,864.0,3.0,0,864,572,2004.0,1728,9313,0.0,56,5,7,864,2004,2004,190000
768,664.0,2.0,0,264,360,1910.0,1432,9600,0.0,0,7,5,264,1910,2002,132000
912,0.0,3.0,832,80,288,1962.0,912,6768,0.0,0,8,6,912,1961,1996,142000
1349,0.0,3.0,0,1349,539,2000.0,1349,8450,108.0,55,5,7,1349,2000,2001,179000
1464,0.0,3.0,444,76,480,1997.0,1464,12886,0.0,0,6,5,520,1963,1999,175000
1337,0.0,2.0,733,604,462,1993.0,1337,5395,0.0,0,5,8,1337,1993,1993,180000
1175,1540.0,4.0,575,487,831,1994.0,2715,8963,289.0,204,9,8,1142,1976,1996,299800
980,1276.0,4.0,300,652,554,2000.0,2256,8795,0.0,54,5,7,952,2000,2000,236000
1320,1320.0,4.0,0,1240,864,1950.0,2640,11700,0.0,0,7,7,1240,1880,2003,265979
1720,0.0,3.0,919,801,527,1996.0,1720,10593,338.0,56,5,7,1720,1996,1996,260400
1088,441.0,4.0,0,0,240,1945.0,1529,8405,0.0,0,3,4,0,1945,1950,98000
792,348.0,3.0,0,576,0,1980.0,1140,8800,0.0,160,7,4,576,1910,2004,96500
660,660.0,3.0,0,660,400,2003.0,1320,7750,0.0,48,5,7,660,2003,2003,162000
1494,0.0,3.0,1200,279,576,1997.0,1494,9236,0.0,27,5,6,1479,1997,1997,217000
1038,1060.0,3.0,0,1030,878,2005.0,2098,10240,178.0,52,5,8,1030,2005,2005,275500
1026,0.0,3.0,439,115,440,1969.0,1026,7930,0.0,48,8,6,1026,1969,2005,156000
742,729.0,3.0,381,348,440,1999.0,1471,3230,894.0,24,5,6,729,1999,1999,172500
866,902.0,3.0,20,846,578,2007.0,1768,10769,0.0,105,5,8,866,2007,2007,212000
672,714.0,3.0,438,234,440,1978.0,1386,11616,328.0,0,5,6,672,1978,1978,158900
757,0.0,3.0,549,195,440,1999.0,1501,2280,360.0,0,5,7,744,1999,1999,179400
1328,1203.0,4.0,56,1198,752,1995.0,2531,12257,513.0,98,5,8,1318,1995,1995,290000
864,0.0,2.0,612,252,300,2008.0,864,9100,0.0,0,6,6,864,1959,1959,127500
1301,0.0,2.0,405,740,440,1965.0,1301,6911,0.0,0,5,5,1145,1924,1950,100000
764,783.0,3.0,24,732,614,2009.0,1547,8640,0.0,45,5,7,756,2009,2009,215200
1268,1097.0,3.0,1163,89,856,1999.0,2365,9430,673.0,128,5,8,1252,1999,1999,337000
1494,0.0,3.0,437,0,481,1995.0,1494,9549,0.0,30,5,8,1494,1995,1996,270000
1506,0.0,2.0,0,1498,592,2008.0,1506,14587,284.0,174,5,9,1498,2008,2008,264132
980,734.0,3.0,394,586,496,1988.0,1714,10421,42.0,66,5,7,980,1988,1988,196500
983,767.0,4.0,660,323,423,1989.0,1750,12508,0.0,0,7,6,983,1940,1985,160000
1836,0.0,3.0,24,1836,484,2004.0,1836,9100,0.0,33,5,7,1860,2004,2005,216837
1690,1589.0,4.0,1416,234,841,2003.0,3279,53504,603.0,36,5,8,1650,2003,2003,538000
858,0.0,2.0,685,173,576,1983.0,858,7252,0.0,0,5,5,858,1982,1982,134900
1220,0.0,2.0,836,0,396,1951.0,1220,8877,0.0,0,5,4,836,1951,1951,102000
1117,0.0,3.0,422,480,672,1976.0,1117,7819,0.0,0,5,6,1029,1976,1976,107000
912,0.0,2.0,456,456,275,1958.0,912,10150,1.0,0,5,5,912,1958,1958,114500
1973,0.0,3.0,0,1935,895,2006.0,1973,14226,375.0,45,5,8,1935,2006,2006,395000
1204,0.0,2.0,866,338,412,1998.0,1204,4500,320.0,247,5,6,1204,1998,1998,162000
1614,0.0,3.0,20,1594,865,2005.0,1614,11210,240.0,59,5,7,1614,2005,2006,221500
894,0.0,3.0,762,102,440,1974.0,894,13350,0.0,0,5,5,864,1974,1974,142500
2020,0.0,4.0,0,0,630,1977.0,2020,8400,320.0,0,5,5,0,1977,1977,144000
1004,0.0,2.0,975,0,504,1977.0,1004,10530,90.0,0,5,6,975,1977,1977,135000
1253,0.0,3.0,0,1237,402,1995.0,1253,7875,38.0,21,5,7,1237,1995,1996,176000
810,0.0,3.0,387,374,484,1992.0,1603,7153,0.0,124,5,6,761,1992,1992,175900
1430,0.0,3.0,0,1413,605,2001.0,1430,16285,0.0,33,5,7,1413,2001,2002,187100
1110,0.0,3.0,1097,0,602,1978.0,1110,9101,104.0,30,6,5,1097,1978,1978,165500
742,742.0,3.0,0,742,0,1980.0,1484,6300,0.0,291,6,6,742,1914,2001,128000
1342,0.0,3.0,251,491,457,1967.0,1342,9790,0.0,0,5,6,1372,1967,1967,161500
966,686.0,4.0,686,0,416,1961.0,1652,10800,0.0,0,6,5,686,1915,1950,139000
956,1128.0,4.0,656,300,618,2004.0,2084,10142,0.0,45,5,7,956,2004,2004,233000
901,0.0,2.0,0,901,281,1954.0,901,6000,0.0,0,7,4,901,1954,2000,107900
976,1111.0,5.0,568,264,444,1966.0,2087,12205,157.0,168,8,6,832,1966,2007,187500
1145,0.0,2.0,16,1129,397,2005.0,1145,3182,11.0,16,5,7,1145,2005,2006,160200
1062,0.0,3.0,539,490,539,1976.0,1062,11333,0.0,0,5,6,1029,1976,1976,146800
1127,886.0,3.0,862,255,455,1997.0,2013,9920,0.0,130,5,7,1117,1996,1997,269790
1496,0.0,3.0,0,1496,474,2007.0,1496,9158,140.0,130,5,8,1496,2007,2007,225000
1086,809.0,3.0,0,712,409,1994.0,1895,10832,0.0,46,5,7,712,1994,1996,194500
888,676.0,3.0,0,650,476,1980.0,1564,8400,130.0,50,6,6,650,1980,1981,171000
1285,0.0,3.0,0,660,528,1977.0,1285,8197,148.0,0,5,6,660,1977,1977,143500
773,0.0,2.0,570,203,240,1953.0,773,7677,0.0,0,5,5,773,1953,1953,110000
1966,1174.0,4.0,0,1926,820,2009.0,3140,13518,860.0,78,5,9,1926,2008,2009,485000
981,787.0,3.0,569,162,240,1939.0,1768,7200,252.0,0,7,5,731,1937,1950,175000
616,1072.0,4.0,462,154,603,1997.0,1688,12798,0.0,114,5,6,616,1997,1997,200000
1196,0.0,2.0,197,999,440,1957.0,1196,4800,0.0,0,7,4,1196,1916,1990,109900
728,728.0,3.0,648,80,410,2005.0,1456,8199,0.0,18,5,7,728,2005,2005,189000
1734,1088.0,3.0,0,1734,1020,2009.0,2822,13891,424.0,170,5,9,1734,2008,2009,582933
1128,0.0,2.0,812,124,286,1954.0,1128,9000,0.0,0,5,5,936,1954,1954,118000
1428,0.0,3.0,0,1417,554,2008.0,1428,12274,256.0,60,5,7,1417,2008,2008,227680
980,0.0,3.0,400,100,384,1967.0,980,9750,0.0,0,5,5,980,1967,1967,135500
1072,504.0,3.0,1309,15,528,1923.0,1576,21384,0.0,312,6,5,1324,1923,2004,223500
1086,0.0,3.0,516,380,484,1966.0,1086,13400,1047.0,0,5,5,1024,1966,1966,159950
1075,1063.0,2.0,0,849,360,1910.0,2138,8100,0.0,156,5,5,849,1898,1965,106000
1309,0.0,3.0,663,0,484,1974.0,1309,10140,99.0,0,6,6,1040,1974,1999,181000
848,0.0,1.0,662,186,420,2004.0,848,4438,169.0,0,5,6,848,2004,2004,144500
1044,0.0,2.0,0,540,504,1952.0,1044,8712,0.0,0,5,5,540,1952,1952,55993
1442,0.0,4.0,608,834,301,1958.0,1442,9750,243.0,0,6,6,1442,1958,1958,157900
686,564.0,3.0,0,686,280,1955.0,1250,8248,0.0,0,7,5,686,1918,1950,116000
1661,0.0,3.0,0,1649,598,1998.0,1661,12137,442.0,34,5,7,1649,1998,1998,224900
1008,0.0,2.0,486,522,275,1954.0,1008,11425,0.0,0,6,5,1008,1954,1954,137000
1689,0.0,3.0,1218,350,857,2002.0,1689,13265,148.0,59,5,8,1568,2002,2002,271000
1052,0.0,3.0,504,506,440,1971.0,1052,8816,80.0,0,7,6,1010,1971,1971,155000
1358,0.0,3.0,733,625,484,2010.0,1358,6371,128.0,35,5,7,1358,2009,2010,224000
798,0.0,3.0,0,798,595,2003.0,1640,7226,0.0,45,5,7,798,2003,2003,183000
936,0.0,2.0,0,936,576,1974.0,936,6000,0.0,32,4,4,936,1953,1953,93000
847,886.0,3.0,0,847,433,2003.0,1733,12394,0.0,48,5,7,847,2003,2003,225000
944,545.0,3.0,0,778,240,1940.0,1489,9900,0.0,0,7,6,778,1940,1950,139500
1489,0.0,3.0,0,1489,776,2006.0,1489,11216,0.0,140,5,8,1489,2006,2006,232600
2084,0.0,2.0,1636,442,1220,2007.0,2084,14803,816.0,45,5,10,2078,2007,2008,385000
784,0.0,2.0,784,0,0,1980.0,784,6130,0.0,0,6,5,784,1924,1950,109500
1434,0.0,3.0,20,1434,527,2001.0,1434,8529,0.0,39,5,7,1454,2001,2001,189000
1160,966.0,3.0,249,0,538,1967.0,2126,28698,0.0,0,5,5,1013,1967,1967,185000
520,623.0,2.0,0,600,480,2005.0,1223,2544,0.0,166,5,7,600,2005,2005,147400
1392,0.0,3.0,1040,352,458,1957.0,1392,11900,387.0,0,5,6,1392,1957,1957,166000
520,600.0,2.0,0,600,480,2005.0,1200,3180,0.0,166,5,7,600,2005,2005,151000
941,888.0,3.0,483,458,613,2003.0,1829,9548,223.0,39,6,7,941,2003,2003,237000
1516,0.0,3.0,196,975,472,1964.0,1516,10004,180.0,0,6,6,1516,1964,1964,167000
1144,0.0,3.0,572,572,456,1961.0,1144,7875,136.0,0,6,5,1144,1961,1961,139950
1067,0.0,2.0,442,625,436,1996.0,1067,9600,0.0,0,7,4,1067,1950,1995,128000
1559,0.0,3.0,338,1221,812,1948.0,1559,8100,0.0,116,6,5,1559,1948,1973,153500
483,504.0,2.0,330,153,264,1973.0,987,1680,158.0,0,5,6,483,1973,1973,100000
1099,0.0,3.0,0,1099,352,1999.0,1099,9525,0.0,0,6,5,1099,1995,2006,144000
768,432.0,3.0,352,416,240,1946.0,1200,11767,0.0,0,6,5,768,1946,1995,130500
